Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file
I14866_ss	I14866_ss_ERS8208379_ss	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14866_ss_ERS8208379_ss_L1_R1.fastq.gz	NA	NA	ERR7195084.fastq.gz	NA
I15046	I15046_ERS8208430	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15046_ERS8208430_L1_R1.fastq.gz	NA	NA	ERR7195135.fastq.gz	NA
I15040	I15040_ERS8208418	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15040_ERS8208418_L1_R1.fastq.gz	NA	NA	ERR7195123.fastq.gz	NA
I15031	I15031_ERS8208406	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15031_ERS8208406_L1_R1.fastq.gz	NA	NA	ERR7195111.fastq.gz	NA
I15040	I15040_ERS8208417	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15040_ERS8208417_L1_R1.fastq.gz	NA	NA	ERR7195122.fastq.gz	NA
I14985	I14985_ERS8208390	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14985_ERS8208390_L1_R1.fastq.gz	NA	NA	ERR7195095.fastq.gz	NA
I14984	I14984_ERS8208388	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14984_ERS8208388_L1_R1.fastq.gz	NA	NA	ERR7195093.fastq.gz	NA
I14980	I14980_ERS8208381	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14980_ERS8208381_L1_R1.fastq.gz	NA	NA	ERR7195086.fastq.gz	NA
I14983	I14983_ERS8208385	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14983_ERS8208385_L1_R1.fastq.gz	NA	NA	ERR7195090.fastq.gz	NA
I14983	I14983_ERS8208386	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14983_ERS8208386_L1_R1.fastq.gz	NA	NA	ERR7195091.fastq.gz	NA
I14984	I14984_ERS8208387	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14984_ERS8208387_L1_R1.fastq.gz	NA	NA	ERR7195092.fastq.gz	NA
I14982	I14982_ERS8208384	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14982_ERS8208384_L1_R1.fastq.gz	NA	NA	ERR7195089.fastq.gz	NA
I14982	I14982_ERS8208383	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14982_ERS8208383_L1_R1.fastq.gz	NA	NA	ERR7195088.fastq.gz	NA
I14980	I14980_ERS8208382	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14980_ERS8208382_L1_R1.fastq.gz	NA	NA	ERR7195087.fastq.gz	NA
I14866_ss	I14866_ss_ERS8208380_ss	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14866_ss_ERS8208380_ss_L1_R1.fastq.gz	NA	NA	ERR7195085.fastq.gz	NA
I14985	I14985_ERS8208389	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14985_ERS8208389_L1_R1.fastq.gz	NA	NA	ERR7195094.fastq.gz	NA
I14804_ss	I14804_ss_ERS8208349_ss	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14804_ss_ERS8208349_ss_L1_R1.fastq.gz	NA	NA	ERR7195054.fastq.gz	NA
I14803_ss	I14803_ss_ERS8208348_ss	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14803_ss_ERS8208348_ss_L1_R1.fastq.gz	NA	NA	ERR7195053.fastq.gz	NA
I14802_ss	I14802_ss_ERS8208346_ss	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14802_ss_ERS8208346_ss_L1_R1.fastq.gz	NA	NA	ERR7195051.fastq.gz	NA
I14803_ss	I14803_ss_ERS8208347_ss	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14803_ss_ERS8208347_ss_L1_R1.fastq.gz	NA	NA	ERR7195052.fastq.gz	NA
I16459	I16459_ERS8208621	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16459_ERS8208621_L1_R1.fastq.gz	NA	NA	ERR7195326.fastq.gz	NA
I14804_ss	I14804_ss_ERS8208350_ss	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14804_ss_ERS8208350_ss_L1_R1.fastq.gz	NA	NA	ERR7195055.fastq.gz	NA
I16459	I16459_ERS8208622	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16459_ERS8208622_L1_R1.fastq.gz	NA	NA	ERR7195327.fastq.gz	NA
