Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file	BAM_target
VIII5	VIII5_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VIII5_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262744.fastq.gz	NA	NA
VIII6	VIII6_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VIII6_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262745.fastq.gz	NA	NA
VIII7	VIII7_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VIII7_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262746.fastq.gz	NA	NA
VIII8	VIII8_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VIII8_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262747.fastq.gz	NA	NA
VIII9	VIII9_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VIII9_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262748.fastq.gz	NA	NA
X01	X01_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X01_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262749.fastq.gz	NA	NA
X02	X02_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X02_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262750.fastq.gz	NA	NA
X03	X03_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X03_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262751.fastq.gz	NA	NA
X04	X04_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X04_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262752.fastq.gz	NA	NA
X05	X05_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X05_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262753.fastq.gz	NA	NA
X06	X06_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X06_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262754.fastq.gz	NA	NA
X07	X07_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X07_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262755.fastq.gz	NA	NA
X08	X08_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X08_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262756.fastq.gz	NA	NA
