Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file
CGG023677	CGG023677_CGG023677	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG023677_CGG023677_L1_R1.fastq.gz	NA	NA	ERR14752209.fastq.gz	NA
CGG023692	CGG023692_CGG023692	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG023692_CGG023692_L1_R1.fastq.gz	NA	NA	ERR14752220.fastq.gz	NA
CGG023706	CGG023706_CGG023706	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG023706_CGG023706_L1_R1.fastq.gz	NA	NA	ERR14752229.fastq.gz	NA
CGG023708	CGG023708_CGG023708	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG023708_CGG023708_L1_R1.fastq.gz	NA	NA	ERR14752231.fastq.gz	NA
CGG023712	CGG023712_CGG023712	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG023712_CGG023712_L1_R1.fastq.gz	NA	NA	ERR14752234.fastq.gz	NA
CGG023734	CGG023734_CGG023734	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG023734_CGG023734_L1_R1.fastq.gz	NA	NA	ERR14752248.fastq.gz	NA
CGG024146	CGG024146_CGG024146	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG024146_CGG024146_L1_R1.fastq.gz	NA	NA	ERR14752253.fastq.gz	NA
CGG017610	CGG017610_CGG017610	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG017610_CGG017610_L1_R1.fastq.gz	NA	NA	ERR14752004.fastq.gz	NA
CGG017690	CGG017690_CGG017690	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG017690_CGG017690_L1_R1.fastq.gz	NA	NA	ERR14752012.fastq.gz	NA
CGG017692	CGG017692_CGG017692	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG017692_CGG017692_L1_R1.fastq.gz	NA	NA	ERR14752014.fastq.gz	NA
CGG024692	CGG024692_CGG024692	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG024692_CGG024692_L1_R1.fastq.gz	NA	NA	ERR14752256.fastq.gz	NA
CGG017694	CGG017694_CGG017694	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG017694_CGG017694_L1_R1.fastq.gz	NA	NA	ERR14752015.fastq.gz	NA
CGG024694	CGG024694_CGG024694	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG024694_CGG024694_L1_R1.fastq.gz	NA	NA	ERR14752257.fastq.gz	NA
CGG018916	CGG018916_CGG018916	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG018916_CGG018916_L1_R1.fastq.gz	NA	NA	ERR14752021.fastq.gz	NA
CGG018927	CGG018927_CGG018927	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG018927_CGG018927_L1_R1.fastq.gz	NA	NA	ERR14752028.fastq.gz	NA
CGG019090	CGG019090_CGG019090	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG019090_CGG019090_L1_R1.fastq.gz	NA	NA	ERR14752030.fastq.gz	NA
CGG024695	CGG024695_CGG024695	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG024695_CGG024695_L1_R1.fastq.gz	NA	NA	ERR14752258.fastq.gz	NA
CGG019091	CGG019091_CGG019091	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG019091_CGG019091_L1_R1.fastq.gz	NA	NA	ERR14752031.fastq.gz	NA
CGG019209	CGG019209_CGG019209	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG019209_CGG019209_L1_R1.fastq.gz	NA	NA	ERR14752040.fastq.gz	NA
CGG019211	CGG019211_CGG019211	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG019211_CGG019211_L1_R1.fastq.gz	NA	NA	ERR14752042.fastq.gz	NA
CGG019215	CGG019215_CGG019215	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG019215_CGG019215_L1_R1.fastq.gz	NA	NA	ERR14752046.fastq.gz	NA
CGG019442	CGG019442_CGG019442	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG019442_CGG019442_L1_R1.fastq.gz	NA	NA	ERR14752053.fastq.gz	NA
CGG024700	CGG024700_CGG024700	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG024700_CGG024700_L1_R1.fastq.gz	NA	NA	ERR14752260.fastq.gz	NA
CGG100143	CGG100143_CGG100143	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG100143_CGG100143_L1_R1.fastq.gz	NA	NA	ERR14752264.fastq.gz	NA
CGG100144_rmContam	CGG100144_rmContam_CGG100144_rmContam	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG100144_rmContam_CGG100144_rmContam_L1_R1.fastq.gz	NA	NA	ERR14752265.fastq.gz	NA
CGG100212	CGG100212_CGG100212	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG100212_CGG100212_L1_R1.fastq.gz	NA	NA	ERR14752267.fastq.gz	NA
CGG101215	CGG101215_CGG101215	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG101215_CGG101215_L1_R1.fastq.gz	NA	NA	ERR14752273.fastq.gz	NA
CGG101216	CGG101216_CGG101216	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG101216_CGG101216_L1_R1.fastq.gz	NA	NA	ERR14752274.fastq.gz	NA
CGG019689	CGG019689_CGG019689	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG019689_CGG019689_L1_R1.fastq.gz	NA	NA	ERR14752055.fastq.gz	NA
CGG021459	CGG021459_CGG021459	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021459_CGG021459_L1_R1.fastq.gz	NA	NA	ERR14752062.fastq.gz	NA
CGG101223	CGG101223_CGG101223	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG101223_CGG101223_L1_R1.fastq.gz	NA	NA	ERR14752278.fastq.gz	NA
