Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file
I32300	I32300_I32300	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I32300_I32300_L1_R1.fastq.gz	NA	NA	ERR12121326.fastq.gz	NA
I32301	I32301_I32301	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I32301_I32301_L1_R1.fastq.gz	NA	NA	ERR12121328.fastq.gz	NA
I32304	I32304_I32304	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I32304_I32304_L1_R1.fastq.gz	NA	NA	ERR12121331.fastq.gz	NA
I32305	I32305_I32305	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I32305_I32305_L1_R1.fastq.gz	NA	NA	ERR12121333.fastq.gz	NA
I34800	I34800_I34800	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I34800_I34800_L1_R1.fastq.gz	NA	NA	ERR12121335.fastq.gz	NA
I34980	I34980_I34980	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I34980_I34980_L1_R1.fastq.gz	NA	NA	ERR12121337.fastq.gz	NA
I35008	I35008_I35008	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I35008_I35008_L1_R1.fastq.gz	NA	NA	ERR12121339.fastq.gz	NA
I35010	I35010_I35010	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I35010_I35010_L1_R1.fastq.gz	NA	NA	ERR12121341.fastq.gz	NA
I35012	I35012_I35012	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I35012_I35012_L1_R1.fastq.gz	NA	NA	ERR12121343.fastq.gz	NA
I35014	I35014_I35014	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I35014_I35014_L1_R1.fastq.gz	NA	NA	ERR12121345.fastq.gz	NA
I35081	I35081_I35081	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I35081_I35081_L1_R1.fastq.gz	NA	NA	ERR12121347.fastq.gz	NA
I35095	I35095_I35095	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I35095_I35095_L1_R1.fastq.gz	NA	NA	ERR12121349.fastq.gz	NA
I4664	I4664_I4664	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I4664_I4664_L1_R1.fastq.gz	NA	NA	ERR12121352.fastq.gz	NA
I4803	I4803_I4803	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I4803_I4803_L1_R1.fastq.gz	NA	NA	ERR12121354.fastq.gz	NA
I5404	I5404_I5404	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I5404_I5404_L1_R1.fastq.gz	NA	NA	ERR12121357.fastq.gz	NA
