Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file	BAM_target
RISE00	RISE00_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE00_unspecified_L1_R1.fastq.gz	NA	NA	ERR844243.fastq.gz	NA	NA
RISE1	RISE1_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE1_unspecified_L1_R1.fastq.gz	NA	NA	ERR844244.fastq.gz	NA	NA
RISE109	RISE109_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE109_unspecified_L1_R1.fastq.gz	NA	NA	ERR844253.fastq.gz	NA	NA
RISE139	RISE139_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE139_unspecified_L1_R1.fastq.gz	NA	NA	ERR844254.fastq.gz	NA	NA
RISE145	RISE145_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE145_unspecified_L1_R1.fastq.gz	NA	NA	ERR844255.fastq.gz	NA	NA
RISE150	RISE150_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE150_unspecified_L1_R1.fastq.gz	NA	NA	ERR844256.fastq.gz	NA	NA
RISE154	RISE154_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE154_unspecified_L1_R1.fastq.gz	NA	NA	ERR844257.fastq.gz	NA	NA
RISE174	RISE174_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE174_unspecified_L1_R1.fastq.gz	NA	NA	ERR844258.fastq.gz	NA	NA
RISE175	RISE175_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE175_unspecified_L1_R1.fastq.gz	NA	NA	ERR844259.fastq.gz	NA	NA
RISE179	RISE179_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE179_unspecified_L1_R1.fastq.gz	NA	NA	ERR844260.fastq.gz	NA	NA
RISE207	RISE207_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE207_unspecified_L1_R1.fastq.gz	NA	NA	ERR844261.fastq.gz	NA	NA
RISE21	RISE21_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE21_unspecified_L1_R1.fastq.gz	NA	NA	ERR844245.fastq.gz	NA	NA
RISE210	RISE210_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE210_unspecified_L1_R1.fastq.gz	NA	NA	ERR844262.fastq.gz	NA	NA
RISE240	RISE240_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE240_unspecified_L1_R1.fastq.gz	NA	NA	ERR844263.fastq.gz	NA	NA
RISE247	RISE247_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE247_unspecified_L1_R1.fastq.gz	NA	NA	ERR844264.fastq.gz	NA	NA
RISE254	RISE254_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE254_unspecified_L1_R1.fastq.gz	NA	NA	ERR844265.fastq.gz	NA	NA
RISE276	RISE276_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE276_unspecified_L1_R1.fastq.gz	NA	NA	ERR844266.fastq.gz	NA	NA
RISE349	RISE349_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE349_unspecified_L1_R1.fastq.gz	NA	NA	ERR844267.fastq.gz	NA	NA
RISE371	RISE371_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE371_unspecified_L1_R1.fastq.gz	NA	NA	ERR844268.fastq.gz	NA	NA
RISE373	RISE373_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE373_unspecified_L1_R1.fastq.gz	NA	NA	ERR844269.fastq.gz	NA	NA
RISE374	RISE374_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE374_unspecified_L1_R1.fastq.gz	NA	NA	ERR844270.fastq.gz	NA	NA
RISE386	RISE386_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE386_unspecified_L1_R1.fastq.gz	NA	NA	ERR844271.fastq.gz	NA	NA
RISE391	RISE391_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE391_unspecified_L1_R1.fastq.gz	NA	NA	ERR844272.fastq.gz	NA	NA
RISE392	RISE392_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE392_unspecified_L1_R1.fastq.gz	NA	NA	ERR844273.fastq.gz	NA	NA
RISE394	RISE394_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/RISE394_unspecified_L1_R1.fastq.gz	NA	NA	ERR844274.fastq.gz	NA	NA
