Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file
VK268	VK268_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK268_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059663.fastq.gz	NA
VK282	VK282_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK282_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059675.fastq.gz	NA
VK284	VK284_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK284_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059676.fastq.gz	NA
VK288	VK288_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK288_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059680.fastq.gz	NA
VK289	VK289_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK289_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059681.fastq.gz	NA
VK290	VK290_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK290_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059682.fastq.gz	NA
VK309	VK309_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK309_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059696.fastq.gz	NA
VK314	VK314_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK314_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059699.fastq.gz	NA
VK315	VK315_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK315_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059700.fastq.gz	NA
VK317	VK317_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK317_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059702.fastq.gz	NA
